Season,Date,ContestID,Team,Conference,Opponent Team,Opponent Conference,Location,Number,Player,P,S,Kills,Errors,TotalAttacks,HitPct,Assists,Aces,SErr,Digs,RetAtt,RErr,BlockSolos,BlockAssists,BErr,PTS,BHE,SetErr,SetAtt,ServeAtt,TotalBlocks
2026-2027,2026-08-28,6613629,Florida A&M,SWAC,N.C. Central,MEAC,Neutral,3,Sydney Humes,L/DS,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,,,,0
2026-2027,2026-08-28,6613629,Florida A&M,SWAC,N.C. Central,MEAC,Neutral,9,Natalie Johnson,MB,4,4,2,9,0.222,0,0,0,1,2,2,0,1,0,4.5,0,0.0,1.0,0.0,1
2026-2027,2026-08-28,6613629,Florida A&M,SWAC,N.C. Central,MEAC,Neutral,2,Kelly Kelsick,L/DS,4,0,0,0,0.0,3,2,0,11,7,1,0,0,0,2.0,0,,,,0
2026-2027,2026-08-28,6613629,Florida A&M,SWAC,N.C. Central,MEAC,Neutral,8,Iyonnie Sanford,OH,4,6,2,16,0.25,0,1,1,4,7,0,0,3,0,8.5,0,0.0,0.0,9.0,3
2026-2027,2026-08-28,6613629,Florida A&M,SWAC,N.C. Central,MEAC,Neutral,5,Victoria Santana,L,4,0,0,0,0.0,1,0,0,9,5,0,0,0,0,0.0,0,0.0,8.0,11.0,0
2026-2027,2026-08-28,6613629,Florida A&M,SWAC,N.C. Central,MEAC,Neutral,6,Makenzie Taylor,S,4,2,0,2,1.0,22,1,2,9,1,1,0,0,0,3.0,0,0.0,66.0,8.0,0
2026-2027,2026-08-28,6613629,Florida A&M,SWAC,N.C. Central,MEAC,Neutral,22,Milana Thornton,MB,4,2,4,16,-0.125,0,0,0,2,1,0,0,1,0,2.5,0,0.0,0.0,0.0,1
2026-2027,2026-08-28,6613629,Florida A&M,SWAC,N.C. Central,MEAC,Neutral,4,LaDonna Trantham,OH,4,7,9,34,-0.059,1,5,2,9,36,5,0,0,0,12.0,0,0.0,2.0,20.0,0
2026-2027,2026-08-28,6613629,Florida A&M,SWAC,N.C. Central,MEAC,Neutral,7,Sydney Whitfield,OH,4,21,9,41,0.293,1,0,1,12,21,3,0,1,0,21.5,0,0.0,2.0,17.0,1
2026-2027,2026-08-28,6613629,Florida A&M,SWAC,N.C. Central,MEAC,Neutral,10,Simone Robinson,S,3,0,0,0,0.0,11,0,0,2,1,0,0,0,0,0.0,0,,,,0
2026-2027,2026-08-28,6613629,Florida A&M,SWAC,N.C. Central,MEAC,Neutral,1,Bengisu Kazazlar,S,2,0,0,0,0.0,6,1,1,3,0,0,0,1,0,1.5,0,0.0,21.0,6.0,1
2026-2027,2026-08-28,6613629,Florida A&M,SWAC,N.C. Central,MEAC,Neutral,11,Brandi Boston,MB,1,1,2,4,-0.25,0,0,0,1,0,0,0,1,0,1.5,0,0.0,0.0,0.0,1
2026-2027,2026-08-28,6613629,Florida A&M,SWAC,N.C. Central,MEAC,Neutral,20,Dylan Hoskins,L/DS,1,0,1,2,-0.5,0,0,0,0,0,0,0,0,0,0.0,0,,,,0
2026-2027,2026-08-28,6613741,Little Rock,OVC,Houston Christian,Southland,Neutral,12,Alyssa Boyte,MB,5,10,3,21,0.333,0,0,0,5,1,0,0,7,0,13.5,0,0.0,1.0,0.0,7
2026-2027,2026-08-28,6613741,Little Rock,OVC,Houston Christian,Southland,Neutral,8,Bella Cherry,OH,5,7,7,35,0.0,0,0,0,3,0,0,0,3,0,8.5,0,0.0,0.0,0.0,3
2026-2027,2026-08-28,6613741,Little Rock,OVC,Houston Christian,Southland,Neutral,13,Morgan Creer,OH,5,16,4,42,0.286,0,0,0,3,0,0,0,4,0,18.0,0,0.0,1.0,0.0,4
2026-2027,2026-08-28,6613741,Little Rock,OVC,Houston Christian,Southland,Neutral,14,Avery Fearnley,OH,5,13,7,31,0.194,0,3,1,12,50,2,0,3,0,17.5,0,0.0,4.0,11.0,3
2026-2027,2026-08-28,6613741,Little Rock,OVC,Houston Christian,Southland,Neutral,6,Victoria Fontenot,L,5,0,1,1,-1.0,0,3,0,3,7,0,0,0,0,3.0,0,0.0,5.0,18.0,0
2026-2027,2026-08-28,6613741,Little Rock,OVC,Houston Christian,Southland,Neutral,17,Lorena Keselj,MB,5,3,2,10,0.1,2,1,3,4,0,0,0,3,0,5.5,0,0.0,2.0,21.0,3
2026-2027,2026-08-28,6613741,Little Rock,OVC,Houston Christian,Southland,Neutral,5,Lily King,S,5,0,0,0,0.0,22,0,3,7,1,0,0,0,0,0.0,0,0.0,66.0,14.0,0
2026-2027,2026-08-28,6613741,Little Rock,OVC,Houston Christian,Southland,Neutral,2,Skyler Perez,L/DS,5,0,2,3,-0.667,7,0,1,16,22,0,0,0,0,0.0,0,0.0,21.0,13.0,0
2026-2027,2026-08-28,6613741,Little Rock,OVC,Houston Christian,Southland,Neutral,7,Lovina Teel,OH,5,7,3,28,0.143,0,0,1,4,12,0,0,0,0,7.0,0,0.0,2.0,9.0,0
2026-2027,2026-08-28,6613741,Little Rock,OVC,Houston Christian,Southland,Neutral,11,Kaylee Smith,S,3,0,0,0,0.0,10,0,1,7,0,0,0,0,0,0.0,1,0.0,38.0,9.0,0
2026-2027,2026-08-28,6613741,Little Rock,OVC,Houston Christian,Southland,Neutral,4,Alayna Vaeth,S,2,0,0,1,0.0,10,0,0,3,0,0,0,0,0,0.0,0,0.0,32.0,13.0,0
2026-2027,2026-08-28,6613741,Little Rock,OVC,Houston Christian,Southland,Neutral,10,Polianna Hernandez,OH,1,0,1,2,-0.5,0,0,0,0,1,0,0,0,0,0.0,0,0.0,0.0,0.0,0
2026-2027,2026-08-28,6613741,Houston Christian,Southland,Little Rock,OVC,Neutral,11,Allana Archie,MB,5,11,5,30,0.2,0,0,2,2,1,0,1,2,0,13.0,0,0.0,3.0,15.0,3
2026-2027,2026-08-28,6613741,Houston Christian,Southland,Little Rock,OVC,Neutral,20,Ekin Aslanmirza,OH,5,0,0,1,0.0,0,0,3,12,21,1,0,0,0,0.0,0,0.0,4.0,19.0,0
2026-2027,2026-08-28,6613741,Houston Christian,Southland,Little Rock,OVC,Neutral,15,Malaya Balina-Ayers,MB,5,3,1,11,0.182,0,0,0,0,0,0,1,3,0,5.5,0,,,,4
2026-2027,2026-08-28,6613741,Houston Christian,Southland,Little Rock,OVC,Neutral,12,Katy Barger,OH,5,16,9,39,0.179,0,1,1,3,5,1,0,3,0,18.5,0,0.0,3.0,9.0,3
2026-2027,2026-08-28,6613741,Houston Christian,Southland,Little Rock,OVC,Neutral,9,Bianca Byerly,DS,5,0,0,2,0.0,6,0,1,26,25,0,0,0,0,0.0,0,0.0,24.0,20.0,0
2026-2027,2026-08-28,6613741,Houston Christian,Southland,Little Rock,OVC,Neutral,16,Joya Euhus,OH,5,10,8,24,0.083,0,0,0,4,0,0,0,1,0,10.5,0,0.0,2.0,0.0,1
2026-2027,2026-08-28,6613741,Houston Christian,Southland,Little Rock,OVC,Neutral,10,Leighton Hale,L/DS,5,0,0,0,0.0,1,0,0,9,26,1,0,0,0,0.0,0,0.0,5.0,3.0,0
2026-2027,2026-08-28,6613741,Houston Christian,Southland,Little Rock,OVC,Neutral,7,Sa'Myah Medford,OH,5,12,8,39,0.103,0,0,0,1,0,0,0,0,1,12.0,0,0.0,0.0,0.0,0
2026-2027,2026-08-28,6613741,Houston Christian,Southland,Little Rock,OVC,Neutral,5,Enisilina Savelio,S,5,5,2,15,0.2,44,1,0,18,1,0,0,1,0,6.5,0,0.0,126.0,19.0,1
2026-2027,2026-08-28,6613741,Houston Christian,Southland,Little Rock,OVC,Neutral,1,Katelyn Vo,L/DS,5,0,0,0,0.0,0,0,2,6,14,1,0,0,0,0.0,0,0.0,2.0,18.0,0
2026-2027,2026-08-28,6613741,Houston Christian,Southland,Little Rock,OVC,Neutral,8,Bianca Kisur,OH,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,,,,0
2026-2027,2026-08-28,6613741,Houston Christian,Southland,Little Rock,OVC,Neutral,2,Emma Wild,OH,1,2,4,12,-0.167,0,0,0,1,2,0,0,0,0,2.0,0,0.0,1.0,0.0,0
2026-2027,2026-08-29,6613742,Houston Christian,Southland,Louisiana Tech,CUSA,Neutral,11,Allana Archie,MB,5,11,2,27,0.333,0,0,1,2,0,0,1,2,0,13.0,1,0.0,2.0,15.0,3
2026-2027,2026-08-29,6613742,Houston Christian,Southland,Louisiana Tech,CUSA,Neutral,6,Ekin Aslanmirza,OH,5,0,1,2,-0.5,0,2,3,4,6,1,0,0,0,2.0,0,0.0,1.0,23.0,0
2026-2027,2026-08-29,6613742,Houston Christian,Southland,Louisiana Tech,CUSA,Neutral,15,Malaya Balina-Ayers,MB,5,4,2,12,0.167,0,0,0,2,0,0,1,3,0,6.5,0,0.0,0.0,0.0,4
2026-2027,2026-08-29,6613742,Houston Christian,Southland,Louisiana Tech,CUSA,Neutral,12,Katy Barger,OH,5,16,8,50,0.16,1,1,3,5,6,0,0,0,0,17.0,0,0.0,2.0,13.0,0
2026-2027,2026-08-29,6613742,Houston Christian,Southland,Louisiana Tech,CUSA,Neutral,9,Bianca Byerly,DS,5,2,0,2,1.0,7,1,0,28,44,4,0,0,0,3.0,0,0.0,26.0,23.0,0
2026-2027,2026-08-29,6613742,Houston Christian,Southland,Louisiana Tech,CUSA,Neutral,16,Joya Euhus,OH,5,12,13,39,-0.026,0,0,0,2,0,0,0,3,0,13.5,0,0.0,0.0,0.0,3
2026-2027,2026-08-29,6613742,Houston Christian,Southland,Louisiana Tech,CUSA,Neutral,10,Leighton Hale,L/DS,5,0,0,0,0.0,0,1,0,14,20,3,0,0,0,1.0,0,0.0,6.0,9.0,0
2026-2027,2026-08-29,6613742,Houston Christian,Southland,Louisiana Tech,CUSA,Neutral,7,Sa'Myah Medford,OH,5,18,7,45,0.244,0,0,0,1,0,0,0,1,0,18.5,0,0.0,1.0,0.0,1
2026-2027,2026-08-29,6613742,Houston Christian,Southland,Louisiana Tech,CUSA,Neutral,5,Enisilina Savelio,S,5,6,0,13,0.462,48,0,0,17,1,0,0,1,0,6.5,1,0.0,139.0,15.0,1
2026-2027,2026-08-29,6613742,Houston Christian,Southland,Louisiana Tech,CUSA,Neutral,1,Katelyn Vo,L/DS,5,0,0,0,0.0,1,1,0,11,20,2,0,0,0,1.0,0,0.0,4.0,16.0,0
2026-2027,2026-08-29,6613742,Louisiana Tech,CUSA,Houston Christian,Southland,Neutral,1,Sydnee Carter,S,5,0,0,5,0.0,29,0,1,6,0,0,0,0,0,0.0,0,0.0,79.0,17.0,0
2026-2027,2026-08-29,6613742,Louisiana Tech,CUSA,Houston Christian,Southland,Neutral,20,Megan Cooley,OH,5,11,8,40,0.075,0,4,1,12,34,0,0,1,1,15.5,0,0.0,5.0,24.0,1
2026-2027,2026-08-29,6613742,Louisiana Tech,CUSA,Houston Christian,Southland,Neutral,10,Gabrielle Hairston,OH,5,10,3,23,0.304,0,0,0,0,0,0,0,5,2,12.5,0,,,,5
2026-2027,2026-08-29,6613742,Louisiana Tech,CUSA,Houston Christian,Southland,Neutral,3,Tyra McKinnie,MB,5,10,4,27,0.222,0,0,2,3,0,0,0,4,0,12.0,0,0.0,2.0,5.0,4
2026-2027,2026-08-29,6613742,Louisiana Tech,CUSA,Houston Christian,Southland,Neutral,2,Kylie Rodriguez,OH,5,10,4,30,0.2,1,0,0,3,0,0,0,3,0,11.5,0,0.0,3.0,1.0,3
2026-2027,2026-08-29,6613742,Louisiana Tech,CUSA,Houston Christian,Southland,Neutral,4,Riley Steubing,L/DS,5,1,0,2,0.5,1,1,2,31,17,1,0,0,0,2.0,0,0.0,16.0,24.0,0
2026-2027,2026-08-29,6613742,Louisiana Tech,CUSA,Houston Christian,Southland,Neutral,0,Emerson Traylor,S,5,1,0,3,0.333,22,3,2,1,0,0,0,0,0,4.0,0,0.0,70.0,16.0,0
2026-2027,2026-08-29,6613742,Louisiana Tech,CUSA,Houston Christian,Southland,Neutral,24,Taylor Woods,OH,5,11,0,32,0.344,0,1,1,9,23,0,0,3,0,13.5,0,0.0,1.0,5.0,3
2026-2027,2026-08-29,6613742,Louisiana Tech,CUSA,Houston Christian,Southland,Neutral,5,Ryan Rusher,OH,4,0,0,2,0.0,0,2,4,5,16,1,0,0,0,2.0,0,0.0,2.0,8.0,0
2026-2027,2026-08-29,6613742,Louisiana Tech,CUSA,Houston Christian,Southland,Neutral,13,Violet Morrandez,MB,3,3,0,9,0.333,0,1,0,0,0,0,1,6,0,8.0,0,0.0,0.0,10.0,7
2026-2027,2026-08-29,6613742,Louisiana Tech,CUSA,Houston Christian,Southland,Neutral,12,Abbi Sells,L/DS,2,0,0,0,0.0,0,0,1,2,14,1,0,0,0,0.0,0,0.0,1.0,3.0,0
2026-2027,2026-08-29,6613742,Louisiana Tech,CUSA,Houston Christian,Southland,Neutral,32,Zari Gillispie,MB,1,2,2,6,0.0,0,0,0,0,0,0,0,1,0,2.5,0,,,,1
2026-2027,2026-08-29,6613742,Louisiana Tech,CUSA,Houston Christian,Southland,Neutral,9,Anaya Hairston,MB,1,0,1,1,-1.0,0,0,0,0,0,0,0,1,0,0.5,0,,,,1
2026-2027,2026-09-03,6613743,Houston Christian,Southland,Texas Southern,SWAC,Neutral,11,Allana Archie,MB,4,8,0,18,0.444,0,3,1,7,0,0,3,1,0,14.5,0,0.0,3.0,17.0,4
2026-2027,2026-09-03,6613743,Houston Christian,Southland,Texas Southern,SWAC,Neutral,15,Malaya Balina-Ayers,MB,4,3,1,9,0.222,0,0,0,1,0,0,2,4,0,7.0,0,0.0,2.0,0.0,6
2026-2027,2026-09-03,6613743,Houston Christian,Southland,Texas Southern,SWAC,Neutral,12,Katy Barger,OH,4,13,4,28,0.321,0,0,0,4,1,0,0,1,0,13.5,0,0.0,1.0,0.0,1
2026-2027,2026-09-03,6613743,Houston Christian,Southland,Texas Southern,SWAC,Neutral,9,Bianca Byerly,DS,4,0,0,6,0.0,3,2,0,16,25,0,0,0,0,2.0,0,0.0,13.0,19.0,0
2026-2027,2026-09-03,6613743,Houston Christian,Southland,Texas Southern,SWAC,Neutral,16,Joya Euhus,OH,4,9,5,25,0.16,1,0,0,2,0,0,0,1,0,9.5,0,0.0,3.0,0.0,1
2026-2027,2026-09-03,6613743,Houston Christian,Southland,Texas Southern,SWAC,Neutral,10,Leighton Hale,L/DS,4,0,0,0,0.0,1,1,0,9,18,0,0,0,0,1.0,0,0.0,2.0,18.0,0
2026-2027,2026-09-03,6613743,Houston Christian,Southland,Texas Southern,SWAC,Neutral,7,Sa'Myah Medford,OH,4,12,8,40,0.1,0,0,0,4,0,0,0,2,0,13.0,0,0.0,3.0,0.0,2
2026-2027,2026-09-03,6613743,Houston Christian,Southland,Texas Southern,SWAC,Neutral,5,Enisilina Savelio,S,4,2,0,7,0.286,40,1,2,12,0,0,1,1,0,4.5,0,0.0,112.0,15.0,2
2026-2027,2026-09-03,6613743,Houston Christian,Southland,Texas Southern,SWAC,Neutral,1,Katelyn Vo,L/DS,4,0,0,0,0.0,0,1,0,13,15,1,0,0,0,1.0,0,0.0,0.0,15.0,0
2026-2027,2026-09-03,6613743,Houston Christian,Southland,Texas Southern,SWAC,Neutral,2,Emma Wild,OH,4,0,0,4,0.0,0,0,2,2,6,0,0,0,0,0.0,0,0.0,3.0,9.0,0
2026-2027,2026-09-03,6613743,Texas Southern,SWAC,Houston Christian,Southland,Neutral,14,Lauren Battle,OH,4,13,7,35,0.171,0,0,1,7,19,0,0,1,0,13.5,0,1.0,8.0,9.0,1
2026-2027,2026-09-03,6613743,Texas Southern,SWAC,Houston Christian,Southland,Neutral,20,Aaliyah Brown,MB,4,2,1,9,0.111,0,0,0,3,2,0,0,2,0,3.0,0,0.0,4.0,9.0,2
2026-2027,2026-09-03,6613743,Texas Southern,SWAC,Houston Christian,Southland,Neutral,16,Kadence Davison,S,4,0,0,3,0.0,12,1,0,3,0,0,0,0,0,1.0,0,0.0,35.0,11.0,0
2026-2027,2026-09-03,6613743,Texas Southern,SWAC,Houston Christian,Southland,Neutral,6,Ava Houston,MB,4,8,6,31,0.065,0,0,0,0,0,0,0,2,0,9.0,0,0.0,6.0,0.0,2
2026-2027,2026-09-03,6613743,Texas Southern,SWAC,Houston Christian,Southland,Neutral,2,Lacey Kusnier,OH,4,6,4,31,0.065,2,0,2,12,41,1,0,0,0,6.0,0,0.0,8.0,14.0,0
2026-2027,2026-09-03,6613743,Texas Southern,SWAC,Houston Christian,Southland,Neutral,17,Lauanna Pino,L/DS,4,0,1,6,-0.167,3,0,3,19,16,1,0,0,0,0.0,0,,,,0
2026-2027,2026-09-03,6613743,Texas Southern,SWAC,Houston Christian,Southland,Neutral,11,Ava Ray,S,4,0,0,2,0.0,18,1,1,12,1,1,0,0,0,1.0,0,0.0,58.0,18.0,0
2026-2027,2026-09-03,6613743,Texas Southern,SWAC,Houston Christian,Southland,Neutral,3,Gracie Lee,OH,3,4,2,9,0.222,0,0,0,0,1,0,0,0,0,4.0,0,0.0,1.0,0.0,0
2026-2027,2026-09-03,6613743,Texas Southern,SWAC,Houston Christian,Southland,Neutral,7,Morgynne McQueen,MB,3,4,1,7,0.429,0,0,0,1,0,0,0,2,0,5.0,0,0.0,2.0,0.0,2
2026-2027,2026-09-03,6613743,Texas Southern,SWAC,Houston Christian,Southland,Neutral,4,Selana Morales,OH,3,3,2,11,0.091,0,0,0,2,3,0,0,1,0,3.5,0,0.0,1.0,0.0,1
2026-2027,2026-09-03,6613743,Texas Southern,SWAC,Houston Christian,Southland,Neutral,15,Kaiulani Sherrow,S,3,1,0,1,1.0,1,0,1,2,0,0,0,0,0,1.0,0,0.0,7.0,2.0,0
2026-2027,2026-09-03,6613743,Texas Southern,SWAC,Houston Christian,Southland,Neutral,21,Aliyah Spencer,,2,0,1,2,-0.5,0,0,0,0,0,0,0,0,0,0.0,0,0.0,1.0,3.0,0
2026-2027,2026-09-03,6613743,Texas Southern,SWAC,Houston Christian,Southland,Neutral,12,Keldri Young,OH,1,1,1,3,0.0,0,0,0,0,0,0,0,0,0,1.0,0,,,,0
2026-2027,2026-09-04,6613744,Houston Christian,Southland,Houston,Big 12,Neutral,11,Allana Archie,MB,3,3,1,13,0.154,0,0,1,2,0,0,0,2,1,4.0,0,0.0,0.0,5.0,2
2026-2027,2026-09-04,6613744,Houston Christian,Southland,Houston,Big 12,Neutral,15,Malaya Balina-Ayers,MB,3,3,1,8,0.25,1,0,0,0,1,0,0,1,0,3.5,0,0.0,1.0,0.0,1
2026-2027,2026-09-04,6613744,Houston Christian,Southland,Houston,Big 12,Neutral,12,Katy Barger,OH,3,3,8,25,-0.2,0,0,0,3,0,0,0,1,0,3.5,0,0.0,0.0,0.0,1
2026-2027,2026-09-04,6613744,Houston Christian,Southland,Houston,Big 12,Neutral,9,Bianca Byerly,DS,3,0,0,0,0.0,0,0,1,10,31,5,0,0,0,0.0,0,0.0,4.0,7.0,0
2026-2027,2026-09-04,6613744,Houston Christian,Southland,Houston,Big 12,Neutral,16,Joya Euhus,OH,3,8,2,17,0.353,0,0,0,1,0,0,0,0,0,8.0,0,0.0,0.0,0.0,0
2026-2027,2026-09-04,6613744,Houston Christian,Southland,Houston,Big 12,Neutral,10,Leighton Hale,L/DS,3,0,0,0,0.0,0,0,0,6,14,1,0,0,0,0.0,0,0.0,4.0,8.0,0
2026-2027,2026-09-04,6613744,Houston Christian,Southland,Houston,Big 12,Neutral,7,Sa'Myah Medford,OH,3,5,8,20,-0.15,0,0,0,1,0,0,0,2,0,6.0,0,0.0,0.0,0.0,2
2026-2027,2026-09-04,6613744,Houston Christian,Southland,Houston,Big 12,Neutral,5,Enisilina Savelio,S,3,1,0,3,0.333,19,0,1,6,0,0,0,0,0,1.0,0,0.0,75.0,5.0,0
2026-2027,2026-09-04,6613744,Houston Christian,Southland,Houston,Big 12,Neutral,1,Katelyn Vo,L/DS,3,0,0,0,0.0,0,0,1,3,11,1,0,0,0,0.0,0,0.0,1.0,9.0,0
2026-2027,2026-09-04,6613744,Houston Christian,Southland,Houston,Big 12,Neutral,2,Emma Wild,OH,3,0,1,4,-0.25,0,0,1,5,9,1,0,0,0,0.0,0,0.0,2.0,5.0,0
2026-2027,2026-09-04,6613744,Houston Christian,Southland,Houston,Big 12,Neutral,19,Tobey Allen,S,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,3.0,0.0,0
2026-2027,2026-09-04,6613744,Houston,Big 12,Houston Christian,Southland,Neutral,5,Lily Barron,OH,3,0,0,0,0.0,1,2,0,3,16,0,0,0,0,2.0,0,0.0,3.0,16.0,0
2026-2027,2026-09-04,6613744,Houston,Big 12,Houston Christian,Southland,Neutral,19,Mattie Casale,DS,3,0,0,1,0.0,2,2,0,15,7,0,0,0,0,2.0,0,0.0,8.0,16.0,0
2026-2027,2026-09-04,6613744,Houston,Big 12,Houston Christian,Southland,Neutral,4,Kamille Gibson,OH,3,10,1,19,0.474,0,1,3,10,4,0,0,2,1,12.0,0,0.0,0.0,11.0,2
2026-2027,2026-09-04,6613744,Houston,Big 12,Houston Christian,Southland,Neutral,1,Alyssa Gonzales,OH,3,6,0,18,0.333,0,0,0,2,0,0,0,0,0,6.0,0,0.0,0.0,0.0,0
2026-2027,2026-09-04,6613744,Houston,Big 12,Houston Christian,Southland,Neutral,11,Sydney Jones,OH,3,12,1,22,0.5,0,0,0,4,5,0,0,1,0,12.5,0,0.0,0.0,3.0,1
2026-2027,2026-09-04,6613744,Houston,Big 12,Houston Christian,Southland,Neutral,24,Gillian Pitts,L,3,0,0,0,0.0,1,3,0,0,2,0,0,0,0,3.0,0,0.0,1.0,11.0,0
2026-2027,2026-09-04,6613744,Houston,Big 12,Houston Christian,Southland,Neutral,15,Cali Reece,L,3,0,0,0,0.0,0,0,1,1,0,0,0,0,0,0.0,0,0.0,0.0,5.0,0
2026-2027,2026-09-04,6613744,Houston,Big 12,Houston Christian,Southland,Neutral,3,Alexis Roberson,MB,3,4,1,10,0.3,0,0,0,2,0,0,0,3,0,5.5,0,0.0,3.0,0.0,3
2026-2027,2026-09-04,6613744,Houston,Big 12,Houston Christian,Southland,Neutral,9,Shannon Dworaczyk,S,2,1,0,1,1.0,12,1,1,2,0,0,0,0,0,2.0,0,0.0,24.0,5.0,0
2026-2027,2026-09-04,6613744,Houston,Big 12,Houston Christian,Southland,Neutral,6,Kalei Edson,S,2,1,0,2,0.5,20,0,1,3,0,0,1,3,0,3.5,0,0.0,46.0,6.0,4
2026-2027,2026-09-04,6613744,Houston,Big 12,Houston Christian,Southland,Neutral,8,Kaitlyn Evans,MB,2,0,3,3,-1.0,0,0,0,2,0,0,1,1,0,1.5,0,0.0,0.0,0.0,2
2026-2027,2026-09-04,6613744,Houston,Big 12,Houston Christian,Southland,Neutral,34,Tara Greenberry,OH,2,4,1,7,0.429,0,0,0,0,0,0,0,2,0,5.0,0,,,,2
2026-2027,2026-09-04,6613744,Houston,Big 12,Houston Christian,Southland,Neutral,10,Aidan Conner,MB,1,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0.0,0,,,,0
2026-2027,2026-09-04,6613744,Houston,Big 12,Houston Christian,Southland,Neutral,2,Olivia Stringer,OH,1,2,1,4,0.25,0,0,0,1,0,0,0,0,0,2.0,0,0.0,0.0,0.0,0
2026-2027,2026-09-04,6613744,Houston,Big 12,Houston Christian,Southland,Neutral,25,Ava Wilkerson,MB,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,,,,0
2026-2027,2026-08-28,6613812,South Carolina St.,MEAC,Ark.-Pine Bluff,SWAC,Neutral,14,Jordan Dalland,L/DS,5,0,0,1,0.0,0,1,2,17,25,1,0,0,0,1.0,0,0.0,16.0,14.0,0
2026-2027,2026-08-28,6613812,South Carolina St.,MEAC,Ark.-Pine Bluff,SWAC,Neutral,7,Taelyn Graham,MB,5,4,6,13,-0.154,0,1,2,1,0,0,0,4,0,7.0,0,0.0,2.0,7.0,4
2026-2027,2026-08-28,6613812,South Carolina St.,MEAC,Ark.-Pine Bluff,SWAC,Neutral,2,Kenna Harris,OH,5,15,16,51,-0.02,0,1,0,11,6,1,1,1,0,17.5,0,0.0,6.0,5.0,2
2026-2027,2026-08-28,6613812,South Carolina St.,MEAC,Ark.-Pine Bluff,SWAC,Neutral,3,Amani Hawkins,OH,5,9,8,35,0.029,0,0,0,1,6,1,1,0,0,10.0,0,0.0,0.0,0.0,1
2026-2027,2026-08-28,6613812,South Carolina St.,MEAC,Ark.-Pine Bluff,SWAC,Neutral,6,Macey McCoy,S,5,2,0,11,0.182,32,2,1,4,0,0,0,0,0,4.0,0,0.0,101.0,19.0,0
2026-2027,2026-08-28,6613812,South Carolina St.,MEAC,Ark.-Pine Bluff,SWAC,Neutral,20,Chloe Neal,L/DS,5,0,0,1,0.0,0,2,3,10,22,1,0,0,0,2.0,0,1.0,4.0,19.0,0
2026-2027,2026-08-28,6613812,South Carolina St.,MEAC,Ark.-Pine Bluff,SWAC,Neutral,17,Carra Pierre-Louis,OH,5,3,0,8,0.375,0,2,1,2,0,0,1,0,0,6.0,0,0.0,2.0,11.0,1
2026-2027,2026-08-28,6613812,South Carolina St.,MEAC,Ark.-Pine Bluff,SWAC,Neutral,1,Ki'ra Wright,L/DS,5,11,6,38,0.132,0,1,2,20,38,0,0,1,0,12.5,0,0.0,4.0,24.0,1
2026-2027,2026-08-28,6613812,South Carolina St.,MEAC,Ark.-Pine Bluff,SWAC,Neutral,19,Arianna James,S,4,2,1,3,0.333,14,0,3,4,0,0,0,0,0,2.0,0,0.0,46.0,7.0,0
2026-2027,2026-08-28,6613812,South Carolina St.,MEAC,Ark.-Pine Bluff,SWAC,Neutral,5,Hedia Lewis,OH,4,8,1,23,0.304,0,0,0,3,0,0,0,2,0,9.0,0,0.0,1.0,0.0,2
2026-2027,2026-08-28,6613812,Ark.-Pine Bluff,SWAC,South Carolina St.,MEAC,Neutral,20,Kennedy Adams,MB,5,8,3,18,0.278,0,1,2,1,1,0,1,2,1,11.0,0,0.0,3.0,18.0,3
2026-2027,2026-08-28,6613812,Ark.-Pine Bluff,SWAC,South Carolina St.,MEAC,Neutral,10,Ashanti Butler,MB,5,11,1,22,0.455,0,0,0,2,2,0,0,4,0,13.0,0,0.0,3.0,0.0,4
2026-2027,2026-08-28,6613812,Ark.-Pine Bluff,SWAC,South Carolina St.,MEAC,Neutral,22,Karli Glover,OH,5,10,8,33,0.061,0,0,0,5,12,1,0,2,0,11.0,0,0.0,3.0,0.0,2
2026-2027,2026-08-28,6613812,Ark.-Pine Bluff,SWAC,South Carolina St.,MEAC,Neutral,1,Jnireah Henry,L/DS,5,0,0,1,0.0,3,1,2,18,30,3,0,0,0,1.0,0,0.0,20.0,11.0,0
2026-2027,2026-08-28,6613812,Ark.-Pine Bluff,SWAC,South Carolina St.,MEAC,Neutral,6,Kinsley Hooper,L/DS,5,0,0,0,0.0,0,1,1,6,5,0,0,0,0,1.0,0,1.0,5.0,15.0,0
2026-2027,2026-08-28,6613812,Ark.-Pine Bluff,SWAC,South Carolina St.,MEAC,Neutral,5,Martyna Lubowicz,S,5,1,1,5,0.0,20,1,3,7,0,0,0,0,0,2.0,0,0.0,72.0,29.0,0
2026-2027,2026-08-28,6613812,Ark.-Pine Bluff,SWAC,South Carolina St.,MEAC,Neutral,2,Haley Reeves,OH,5,5,5,32,0.0,2,0,1,19,35,4,1,3,0,7.5,0,0.0,6.0,18.0,4
2026-2027,2026-08-28,6613812,Ark.-Pine Bluff,SWAC,South Carolina St.,MEAC,Neutral,8,Zuzanna Zietek,OPP,5,4,4,17,0.0,0,0,0,5,3,0,0,1,0,4.5,0,0.0,1.0,0.0,1
