Season,Date,ContestID,Team,Conference,Opponent Team,Opponent Conference,Location,Number,Player,P,S,Kills,Errors,TotalAttacks,HitPct,Assists,Aces,SErr,Digs,RetAtt,RErr,BlockSolos,BlockAssists,BErr,PTS,BHE,SetErr,SetAtt,ServeAtt,TotalBlocks
2026-2027,2026-08-28,6613812,Ark.-Pine Bluff,SWAC,South Carolina St.,MEAC,Neutral,11,Marlina Anderson,OH,4,1,3,13,-0.154,0,0,0,1,0,0,0,0,0,1.0,0,0.0,2.0,0.0,0
2026-2027,2026-08-28,6613812,Ark.-Pine Bluff,SWAC,South Carolina St.,MEAC,Neutral,7,London King,MB,3,2,0,3,0.667,10,0,0,5,0,0,0,0,0,2.0,0,1.0,27.0,10.0,0
2026-2027,2026-08-28,6613812,Ark.-Pine Bluff,SWAC,South Carolina St.,MEAC,Neutral,13,Ava Miller,S,3,0,0,0,0.0,5,1,0,3,0,0,0,0,0,1.0,0,0.0,27.0,6.0,0
2026-2027,2026-08-28,6613812,Ark.-Pine Bluff,SWAC,South Carolina St.,MEAC,Neutral,12,Kaylen Robinson,OH,3,2,3,15,-0.067,0,0,0,0,0,0,0,0,0,2.0,0,0.0,1.0,0.0,0
2026-2027,2026-08-28,6613812,Ark.-Pine Bluff,SWAC,South Carolina St.,MEAC,Neutral,4,Trinity Gibbs,L/DS,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,,,,0
2026-2027,2026-08-28,6613812,Ark.-Pine Bluff,SWAC,South Carolina St.,MEAC,Neutral,14,Ngozi Nwosu,MB,1,1,1,3,0.0,0,0,0,1,3,1,0,0,0,1.0,0,0.0,0.0,0.0,0
2026-2027,2026-09-04,6613977,UT Tyler,,Ark.-Pine Bluff,SWAC,Neutral,4,Anna Arceneaux,L/DS,3,0,0,0,0.0,4,1,0,17,11,1,0,0,0,1.0,0,0.0,15.0,12.0,0
2026-2027,2026-09-04,6613977,UT Tyler,,Ark.-Pine Bluff,SWAC,Neutral,15,Sydney Atkinson,OH,3,7,0,16,0.438,1,0,0,3,0,0,0,0,1,7.0,0,0.0,3.0,0.0,0
2026-2027,2026-09-04,6613977,UT Tyler,,Ark.-Pine Bluff,SWAC,Neutral,23,Kate Christiansen,S,3,1,0,1,1.0,16,1,1,8,0,0,0,0,0,2.0,0,0.0,40.0,11.0,0
2026-2027,2026-09-04,6613977,UT Tyler,,Ark.-Pine Bluff,SWAC,Neutral,22,Riley Clinton,S,3,1,0,2,0.5,16,2,1,5,0,0,0,0,0,3.0,0,0.0,59.0,12.0,0
2026-2027,2026-09-04,6613977,UT Tyler,,Ark.-Pine Bluff,SWAC,Neutral,19,Mia Cross,OH,3,0,0,0,0.0,1,0,3,4,29,4,0,0,0,0.0,0,0.0,3.0,12.0,0
2026-2027,2026-09-04,6613977,UT Tyler,,Ark.-Pine Bluff,SWAC,Neutral,9,Kaitlyn Davis,OH,3,0,0,1,0.0,0,1,1,1,13,0,0,0,0,1.0,0,0.0,0.0,13.0,0
2026-2027,2026-09-04,6613977,UT Tyler,,Ark.-Pine Bluff,SWAC,Neutral,18,Maya Jones,OH,3,6,4,24,0.083,1,0,0,3,0,0,0,1,1,6.5,0,0.0,2.0,0.0,1
2026-2027,2026-09-04,6613977,UT Tyler,,Ark.-Pine Bluff,SWAC,Neutral,11,Makhai Lewis,MB,3,5,2,9,0.333,1,1,0,3,1,0,2,1,0,8.5,0,0.0,2.0,14.0,3
2026-2027,2026-09-04,6613977,UT Tyler,,Ark.-Pine Bluff,SWAC,Neutral,6,Kailey Manes,MB,3,8,0,13,0.615,0,0,0,0,0,0,0,0,0,8.0,0,,,,0
2026-2027,2026-09-04,6613977,UT Tyler,,Ark.-Pine Bluff,SWAC,Neutral,17,Melanie Merrill,OH,3,6,7,27,-0.037,0,0,0,4,0,0,0,0,1,6.0,1,0.0,1.0,0.0,0
2026-2027,2026-09-04,6613977,UT Tyler,,Ark.-Pine Bluff,SWAC,Neutral,20,Alyson Robbins,OH,2,5,1,17,0.235,0,0,0,2,0,0,0,0,0,5.0,0,0.0,0.0,0.0,0
2026-2027,2026-09-04,6613977,UT Tyler,,Ark.-Pine Bluff,SWAC,Neutral,7,Audrey Brandon,MB,1,0,0,2,0.0,0,0,0,0,0,0,0,0,0,0.0,0,,,,0
2026-2027,2026-09-04,6613977,UT Tyler,,Ark.-Pine Bluff,SWAC,Neutral,12,Miley Myers,OH,1,3,1,9,0.222,0,0,0,1,0,0,0,0,0,3.0,0,0.0,0.0,0.0,0
2026-2027,2026-09-04,6613977,Ark.-Pine Bluff,SWAC,UT Tyler,,Neutral,20,Kennedy Adams,MB,3,3,1,10,0.2,0,2,0,2,0,0,0,2,0,6.0,0,0.0,2.0,9.0,2
2026-2027,2026-09-04,6613977,Ark.-Pine Bluff,SWAC,UT Tyler,,Neutral,10,Ashanti Butler,MB,3,7,2,18,0.278,0,0,0,0,0,0,1,0,0,8.0,0,0.0,1.0,0.0,1
2026-2027,2026-09-04,6613977,Ark.-Pine Bluff,SWAC,UT Tyler,,Neutral,1,Jnireah Henry,L/DS,3,0,1,2,-0.5,4,0,1,14,16,1,0,0,0,0.0,0,0.0,17.0,9.0,0
2026-2027,2026-09-04,6613977,Ark.-Pine Bluff,SWAC,UT Tyler,,Neutral,6,Kinsley Hooper,L/DS,3,0,0,0,0.0,0,0,0,3,9,0,0,0,0,0.0,0,0.0,1.0,2.0,0
2026-2027,2026-09-04,6613977,Ark.-Pine Bluff,SWAC,UT Tyler,,Neutral,5,Martyna Lubowicz,S,3,0,1,4,-0.25,17,3,1,10,0,0,0,0,0,3.0,1,0.0,52.0,18.0,0
2026-2027,2026-09-04,6613977,Ark.-Pine Bluff,SWAC,UT Tyler,,Neutral,2,Haley Reeves,OH,3,7,5,28,0.071,3,2,2,7,21,2,0,0,1,9.0,0,0.0,9.0,13.0,0
2026-2027,2026-09-04,6613977,Ark.-Pine Bluff,SWAC,UT Tyler,,Neutral,8,Zuzanna Zietek,OPP,3,8,4,21,0.19,0,0,0,1,4,0,0,2,0,9.0,0,0.0,2.0,0.0,2
2026-2027,2026-09-04,6613977,Ark.-Pine Bluff,SWAC,UT Tyler,,Neutral,11,Marlina Anderson,OH,2,2,2,6,0.0,0,0,0,1,0,0,0,0,0,2.0,0,0.0,0.0,0.0,0
2026-2027,2026-09-04,6613977,Ark.-Pine Bluff,SWAC,UT Tyler,,Neutral,22,Karli Glover,OH,2,2,1,14,0.071,0,0,0,5,7,0,0,0,0,2.0,0,0.0,3.0,0.0,0
2026-2027,2026-09-04,6613977,Ark.-Pine Bluff,SWAC,UT Tyler,,Neutral,7,London King,MB,2,0,0,1,0.0,4,0,0,2,0,0,0,0,0,0.0,0,0.0,20.0,5.0,0
2026-2027,2026-09-04,6613977,Ark.-Pine Bluff,SWAC,UT Tyler,,Neutral,14,Ngozi Nwosu,MB,2,2,1,6,0.167,0,0,0,1,1,0,0,0,0,2.0,0,0.0,1.0,0.0,0
2026-2027,2026-09-04,6613977,Ark.-Pine Bluff,SWAC,UT Tyler,,Neutral,4,Trinity Gibbs,L/DS,1,0,0,0,0.0,0,0,0,2,9,2,0,0,0,0.0,0,0.0,1.0,1.0,0
2026-2027,2026-09-04,6613977,Ark.-Pine Bluff,SWAC,UT Tyler,,Neutral,13,Ava Miller,S,1,0,0,0,0.0,0,0,1,4,0,0,0,0,0,0.0,0,0.0,6.0,4.0,0
2026-2027,2026-09-04,6613977,Ark.-Pine Bluff,SWAC,UT Tyler,,Neutral,12,Kaylen Robinson,OH,1,0,2,2,-1.0,0,0,0,0,0,0,0,0,0,0.0,0,,,,0
2026-2027,2026-09-04,6614002,Erskine,,Ark.-Pine Bluff,SWAC,Neutral,13,Madison Bagwell,OH,4,5,5,28,0.0,0,3,2,6,13,2,0,1,0,8.5,0,0.0,3.0,12.0,1
2026-2027,2026-09-04,6614002,Erskine,,Ark.-Pine Bluff,SWAC,Neutral,7,Katie Cavazos,S,4,0,0,3,0.0,9,0,1,2,0,0,0,0,0,0.0,0,0.0,28.0,11.0,0
2026-2027,2026-09-04,6614002,Erskine,,Ark.-Pine Bluff,SWAC,Neutral,15,Ella Dietrich,MB,4,4,1,13,0.231,0,0,0,0,1,0,1,0,0,5.0,0,0.0,2.0,0.0,1
2026-2027,2026-09-04,6614002,Erskine,,Ark.-Pine Bluff,SWAC,Neutral,33,MJ Hurd,L,4,0,0,0,0.0,1,0,0,8,0,0,0,0,0,0.0,0,0.0,7.0,2.0,0
2026-2027,2026-09-04,6614002,Erskine,,Ark.-Pine Bluff,SWAC,Neutral,8,Sophia Mallare,S,4,1,0,2,0.5,20,1,0,4,0,0,0,0,0,2.0,0,0.0,45.0,15.0,0
2026-2027,2026-09-04,6614002,Erskine,,Ark.-Pine Bluff,SWAC,Neutral,11,Caleigh Pruitt,OPP,4,6,3,11,0.273,0,0,0,0,0,0,0,0,0,6.0,0,,,,0
2026-2027,2026-09-04,6614002,Erskine,,Ark.-Pine Bluff,SWAC,Neutral,22,Alexis Waddy,OPP,4,6,4,15,0.133,0,0,0,2,1,0,0,0,0,6.0,0,0.0,1.0,2.0,0
2026-2027,2026-09-04,6614002,Erskine,,Ark.-Pine Bluff,SWAC,Neutral,26,Campbell Withers,L/DS,4,0,0,0,0.0,4,0,1,3,13,2,0,0,0,0.0,0,0.0,10.0,9.0,0
2026-2027,2026-09-04,6614002,Erskine,,Ark.-Pine Bluff,SWAC,Neutral,6,Becca Yohe,OH,4,17,3,38,0.368,0,1,1,11,32,4,0,0,0,18.0,0,0.0,4.0,14.0,0
2026-2027,2026-09-04,6614002,Erskine,,Ark.-Pine Bluff,SWAC,Neutral,1,Kiley Armstrong,MB,3,3,1,7,0.286,0,0,1,3,0,0,0,0,1,3.0,0,0.0,1.0,7.0,0
2026-2027,2026-09-04,6614002,Erskine,,Ark.-Pine Bluff,SWAC,Neutral,2,Mahayla Law,L/DS,3,0,0,1,0.0,1,0,0,5,11,1,0,0,0,0.0,0,0.0,1.0,0.0,0
2026-2027,2026-09-04,6614002,Erskine,,Ark.-Pine Bluff,SWAC,Neutral,0,Payton Leidy,L,3,0,0,0,0.0,0,0,0,1,10,0,0,0,0,0.0,0,0.0,0.0,1.0,0
2026-2027,2026-09-04,6614002,Erskine,,Ark.-Pine Bluff,SWAC,Neutral,3,Leah Hendrix,OH,2,0,1,1,-1.0,0,0,1,0,0,0,0,0,0,0.0,0,0.0,0.0,1.0,0
2026-2027,2026-09-04,6614002,Erskine,,Ark.-Pine Bluff,SWAC,Neutral,21,Maggie Norris,S,2,0,1,1,-1.0,7,0,0,3,0,0,0,0,0,0.0,0,0.0,26.0,3.0,0
2026-2027,2026-09-04,6614002,Erskine,,Ark.-Pine Bluff,SWAC,Neutral,17,Kimmy Stiltner,MB,2,1,1,4,0.0,0,0,0,1,0,0,0,1,0,1.5,0,0.0,0.0,2.0,1
2026-2027,2026-09-04,6614002,Ark.-Pine Bluff,SWAC,Erskine,,Neutral,20,Kennedy Adams,MB,4,9,2,17,0.412,1,1,1,1,1,0,0,0,0,10.0,0,0.0,1.0,13.0,0
2026-2027,2026-09-04,6614002,Ark.-Pine Bluff,SWAC,Erskine,,Neutral,11,Marlina Anderson,OH,4,6,2,18,0.222,0,0,0,1,0,0,1,0,0,7.0,0,0.0,1.0,0.0,1
2026-2027,2026-09-04,6614002,Ark.-Pine Bluff,SWAC,Erskine,,Neutral,10,Ashanti Butler,MB,4,13,3,20,0.5,0,0,0,1,0,0,0,0,0,13.0,0,0.0,1.0,0.0,0
2026-2027,2026-09-04,6614002,Ark.-Pine Bluff,SWAC,Erskine,,Neutral,1,Jnireah Henry,L/DS,4,0,1,2,-0.5,6,1,0,10,26,0,0,0,0,1.0,0,0.0,25.0,13.0,0
2026-2027,2026-09-04,6614002,Ark.-Pine Bluff,SWAC,Erskine,,Neutral,6,Kinsley Hooper,L/DS,4,0,0,1,0.0,2,3,4,11,9,0,0,0,0,3.0,0,0.0,6.0,21.0,0
2026-2027,2026-09-04,6614002,Ark.-Pine Bluff,SWAC,Erskine,,Neutral,7,London King,MB,4,1,0,1,1.0,16,2,0,10,0,0,0,0,0,3.0,0,0.0,41.0,11.0,0
2026-2027,2026-09-04,6614002,Ark.-Pine Bluff,SWAC,Erskine,,Neutral,5,Martyna Lubowicz,S,4,1,0,2,0.5,21,3,2,6,0,0,0,0,0,4.0,0,0.0,49.0,22.0,0
2026-2027,2026-09-04,6614002,Ark.-Pine Bluff,SWAC,Erskine,,Neutral,14,Ngozi Nwosu,MB,4,8,3,17,0.294,0,0,0,1,8,1,2,0,1,10.0,0,0.0,0.0,0.0,2
2026-2027,2026-09-04,6614002,Ark.-Pine Bluff,SWAC,Erskine,,Neutral,2,Haley Reeves,OH,4,10,6,30,0.133,1,0,0,10,13,3,0,0,0,10.0,0,0.0,7.0,9.0,0
2026-2027,2026-09-04,6614002,Ark.-Pine Bluff,SWAC,Erskine,,Neutral,8,Zuzanna Zietek,OPP,4,4,1,15,0.2,0,0,0,3,9,0,0,0,0,4.0,0,0.0,1.0,0.0,0
2026-2027,2026-09-04,6614002,Ark.-Pine Bluff,SWAC,Erskine,,Neutral,22,Karli Glover,OH,1,2,2,10,0.0,0,0,1,0,6,1,0,0,0,2.0,0,0.0,0.0,1.0,0
2026-2027,2026-08-29,6614660,UT Arlington,WAC,Arkansas,SEC,Neutral,1,Hana Aiana,OH,3,3,2,7,0.143,0,0,0,0,0,0,0,1,0,3.5,0,0.0,1.0,0.0,1
2026-2027,2026-08-29,6614660,UT Arlington,WAC,Arkansas,SEC,Neutral,4,Eliana Collins,OH,3,4,4,13,0.0,0,0,0,1,0,0,0,2,1,5.0,0,0.0,0.0,0.0,2
2026-2027,2026-08-29,6614660,UT Arlington,WAC,Arkansas,SEC,Neutral,2,Erica Dellesky,S,3,0,0,0,0.0,18,0,0,2,0,0,0,0,0,0.0,0,0.0,39.0,0.0,0
2026-2027,2026-08-29,6614660,UT Arlington,WAC,Arkansas,SEC,Neutral,83,Samantha Glenn,OH,3,0,0,0,0.0,2,0,2,9,16,1,0,0,0,0.0,0,0.0,6.0,13.0,0
2026-2027,2026-08-29,6614660,UT Arlington,WAC,Arkansas,SEC,Neutral,5,Lily Hopkins,L/DS,3,0,0,0,0.0,2,0,2,8,16,1,0,0,0,0.0,0,0.0,5.0,7.0,0
2026-2027,2026-08-29,6614660,UT Arlington,WAC,Arkansas,SEC,Neutral,7,Sophia Krichev,MB,3,6,2,15,0.267,0,0,1,1,0,0,1,2,0,8.0,0,0.0,2.0,5.0,3
2026-2027,2026-08-29,6614660,UT Arlington,WAC,Arkansas,SEC,Neutral,17,Camryn McMinn,OH,3,12,5,35,0.2,0,0,1,6,16,3,0,0,0,12.0,0,0.0,1.0,9.0,0
2026-2027,2026-08-29,6614660,UT Arlington,WAC,Arkansas,SEC,Neutral,12,Evyn Snook,OH,3,11,3,29,0.276,1,0,1,2,19,1,0,0,0,11.0,0,0.0,2.0,7.0,0
2026-2027,2026-08-29,6614660,UT Arlington,WAC,Arkansas,SEC,Neutral,22,Lucy Tricco,S,3,1,0,1,1.0,12,1,2,5,0,0,0,1,0,2.5,0,0.0,45.0,10.0,1
2026-2027,2026-08-29,6614660,UT Arlington,WAC,Arkansas,SEC,Neutral,11,Isabella Camacho,DS,2,0,0,0,0.0,0,0,2,2,0,0,0,0,0,0.0,0,0.0,0.0,9.0,0
2026-2027,2026-08-29,6614660,Arkansas,SEC,UT Arlington,WAC,Neutral,23,Aleki Alexander,MB,3,2,1,8,0.125,0,0,0,1,0,0,0,4,1,4.0,0,0.0,0.0,5.0,4
2026-2027,2026-08-29,6614660,Arkansas,SEC,UT Arlington,WAC,Neutral,6,Madi Benne,L,3,0,0,0,0.0,2,0,2,10,8,0,0,0,0,0.0,0,0.0,11.0,12.0,0
2026-2027,2026-08-29,6614660,Arkansas,SEC,UT Arlington,WAC,Neutral,1,Laci Bohannan,OH,3,15,4,28,0.393,0,2,1,7,9,0,0,5,0,19.5,0,0.0,0.0,13.0,5
2026-2027,2026-08-29,6614660,Arkansas,SEC,UT Arlington,WAC,Neutral,15,Gaby Cornier,L/DS,3,0,0,0,0.0,0,2,1,8,18,0,0,0,0,2.0,0,0.0,1.0,15.0,0
2026-2027,2026-08-29,6614660,Arkansas,SEC,UT Arlington,WAC,Neutral,21,Parker Duncan,OH,3,15,5,35,0.286,2,0,2,6,13,0,0,1,1,15.5,0,0.0,4.0,12.0,1
2026-2027,2026-08-29,6614660,Arkansas,SEC,UT Arlington,WAC,Neutral,13,Kiki Remensperger,S,3,1,2,3,-0.333,35,2,0,5,0,0,0,2,1,4.0,0,0.0,81.0,15.0,2
2026-2027,2026-08-29,6614660,Arkansas,SEC,UT Arlington,WAC,Neutral,16,Layla Smith,MB,3,3,2,11,0.091,0,0,0,0,0,0,0,6,0,6.0,0,0.0,1.0,0.0,6
2026-2027,2026-08-29,6614660,Arkansas,SEC,UT Arlington,WAC,Neutral,30,Romani Thurman,OPP,3,5,0,14,0.357,1,0,0,0,0,0,0,3,0,6.5,0,0.0,1.0,0.0,3
2026-2027,2026-08-29,6614660,Arkansas,SEC,UT Arlington,WAC,Neutral,22,Ava Roth,L,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0.0,0,0.0,0.0,2.0,0
2026-2027,2026-09-04,6614698,Kent St.,MAC,UT Arlington,WAC,Neutral,4,Hailey Brenner,DS,5,4,6,35,-0.057,1,3,1,15,42,2,0,0,0,7.0,0,0.0,9.0,24.0,0
2026-2027,2026-09-04,6614698,Kent St.,MAC,UT Arlington,WAC,Neutral,7,Mercedez Brown,OH,5,14,7,56,0.125,0,0,1,14,15,2,0,2,0,15.0,0,0.0,4.0,6.0,2
2026-2027,2026-09-04,6614698,Kent St.,MAC,UT Arlington,WAC,Neutral,5,Lesley Furuta,L/DS,5,0,0,1,0.0,5,1,2,29,20,0,0,0,0,1.0,0,0.0,15.0,7.0,0
2026-2027,2026-09-04,6614698,Kent St.,MAC,UT Arlington,WAC,Neutral,6,Liliana Mechura,MB,5,4,4,17,0.0,0,0,1,2,0,0,0,0,0,4.0,0,0.0,2.0,1.0,0
2026-2027,2026-09-04,6614698,Kent St.,MAC,UT Arlington,WAC,Neutral,12,Catie Patterson,DS,5,0,0,0,0.0,1,0,0,9,9,0,0,0,0,0.0,0,0.0,4.0,13.0,0
2026-2027,2026-09-04,6614698,Kent St.,MAC,UT Arlington,WAC,Neutral,14,Christina Vigil,S,5,3,0,14,0.214,31,1,1,7,2,0,0,0,0,4.0,1,0.0,143.0,16.0,0
2026-2027,2026-09-04,6614698,Kent St.,MAC,UT Arlington,WAC,Neutral,16,Adalynn Ginley,MB,4,6,2,20,0.2,1,1,1,3,1,0,1,5,0,10.5,0,0.0,3.0,10.0,6
2026-2027,2026-09-04,6614698,Kent St.,MAC,UT Arlington,WAC,Neutral,11,Vanessa Imoh,OH,4,10,6,29,0.138,0,0,0,0,0,0,0,3,0,11.5,0,,,,3
2026-2027,2026-09-04,6614698,Kent St.,MAC,UT Arlington,WAC,Neutral,1,Maggie Kachmarik,DS,3,0,0,0,0.0,1,0,0,8,5,0,0,0,0,0.0,0,0.0,3.0,6.0,0
2026-2027,2026-09-04,6614698,Kent St.,MAC,UT Arlington,WAC,Neutral,8,Nadia Miller,MB,3,4,3,19,0.053,0,1,1,1,1,0,0,0,0,5.0,0,0.0,2.0,4.0,0
2026-2027,2026-09-04,6614698,Kent St.,MAC,UT Arlington,WAC,Neutral,10,Macie Moreland,OH,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,,,,0
2026-2027,2026-09-04,6614698,UT Arlington,WAC,Kent St.,MAC,Neutral,1,Hana Aiana,OH,5,11,3,21,0.381,0,0,0,1,0,0,0,7,0,14.5,0,0.0,4.0,0.0,7
2026-2027,2026-09-04,6614698,UT Arlington,WAC,Kent St.,MAC,Neutral,2,Erica Dellesky,S,5,0,0,1,0.0,22,0,1,16,0,0,0,0,0,0.0,2,0.0,66.0,5.0,0
2026-2027,2026-09-04,6614698,UT Arlington,WAC,Kent St.,MAC,Neutral,83,Samantha Glenn,OH,5,0,1,2,-0.5,3,1,0,34,9,1,0,0,0,1.0,0,0.0,25.0,14.0,0
2026-2027,2026-09-04,6614698,UT Arlington,WAC,Kent St.,MAC,Neutral,5,Lily Hopkins,L/DS,5,0,0,0,0.0,2,2,1,14,14,1,0,0,0,2.0,0,0.0,2.0,27.0,0
2026-2027,2026-09-04,6614698,UT Arlington,WAC,Kent St.,MAC,Neutral,7,Sophia Krichev,MB,5,19,0,31,0.613,1,0,1,1,0,0,3,5,0,24.5,0,0.0,3.0,6.0,8
2026-2027,2026-09-04,6614698,UT Arlington,WAC,Kent St.,MAC,Neutral,17,Camryn McMinn,OH,5,13,7,42,0.143,1,1,3,19,30,1,0,4,0,16.0,0,0.0,7.0,16.0,4
2026-2027,2026-09-04,6614698,UT Arlington,WAC,Kent St.,MAC,Neutral,12,Evyn Snook,OH,5,12,6,50,0.12,1,2,2,11,21,1,0,1,0,14.5,0,0.0,4.0,18.0,1
2026-2027,2026-09-04,6614698,UT Arlington,WAC,Kent St.,MAC,Neutral,22,Lucy Tricco,S,5,5,0,11,0.455,29,0,1,5,0,0,0,2,0,6.0,0,0.0,70.0,15.0,2
2026-2027,2026-09-04,6614698,UT Arlington,WAC,Kent St.,MAC,Neutral,15,Karisa Martin,OH,4,3,2,16,0.063,0,0,0,3,0,0,0,5,0,5.5,0,0.0,1.0,0.0,5
2026-2027,2026-09-04,6614698,UT Arlington,WAC,Kent St.,MAC,Neutral,11,Isabella Camacho,DS,3,0,0,0,0.0,0,0,1,2,0,0,0,0,0,0.0,0,0.0,0.0,6.0,0
2026-2027,2026-09-04,6614698,UT Arlington,WAC,Kent St.,MAC,Neutral,4,Eliana Collins,OH,1,0,1,6,-0.167,0,0,0,0,0,0,0,0,0,0.0,0,,,,0
2026-2027,2026-09-04,6614698,UT Arlington,WAC,Kent St.,MAC,Neutral,9,Emilee Sikora,OH,1,1,1,6,0.0,0,0,0,0,2,0,0,0,0,1.0,0,0.0,0.0,0.0,0
2026-2027,2026-08-24,6615179,Xavier,Big East,Pittsburgh,ACC,Neutral,12,McKinley Boehm,MB,3,4,2,14,0.143,0,0,2,1,0,0,0,3,0,5.5,0,0.0,0.0,3.0,3
2026-2027,2026-08-24,6615179,Xavier,Big East,Pittsburgh,ACC,Neutral,14,Catherine Flaharty,OH,3,3,4,11,-0.091,0,0,0,1,0,0,0,1,0,3.5,0,0.0,0.0,0.0,1
2026-2027,2026-08-24,6615179,Xavier,Big East,Pittsburgh,ACC,Neutral,6,Julia Grace,L/DS,3,0,0,0,0.0,0,0,1,2,9,0,0,0,0,0.0,0,0.0,0.0,10.0,0
2026-2027,2026-08-24,6615179,Xavier,Big East,Pittsburgh,ACC,Neutral,8,Macy Hatkevich,S,3,1,0,2,0.5,22,1,0,3,0,0,0,4,0,4.0,0,0.0,60.0,10.0,4
2026-2027,2026-08-24,6615179,Xavier,Big East,Pittsburgh,ACC,Neutral,4,Charlotte Moriarty,OH,3,17,4,40,0.325,1,0,2,5,27,2,0,1,0,17.5,0,0.0,1.0,8.0,1
2026-2027,2026-08-24,6615179,Xavier,Big East,Pittsburgh,ACC,Neutral,2,Kelsey Niesen,L/DS,3,0,0,0,0.0,1,1,1,10,17,2,0,0,0,1.0,0,0.0,3.0,11.0,0
2026-2027,2026-08-24,6615179,Xavier,Big East,Pittsburgh,ACC,Neutral,11,Kasey Quenichet,L/DS,3,0,0,0,0.0,0,0,0,2,0,0,0,0,0,0.0,0,0.0,0.0,4.0,0
2026-2027,2026-08-24,6615179,Xavier,Big East,Pittsburgh,ACC,Neutral,15,Ava Tilden,OH,3,1,5,9,-0.444,0,0,0,2,7,1,0,0,0,1.0,0,0.0,1.0,0.0,0
2026-2027,2026-08-24,6615179,Xavier,Big East,Pittsburgh,ACC,Neutral,18,Iyanna Battle,MB,2,3,0,3,1.0,0,0,0,0,0,0,0,0,0,3.0,0,,,,0
2026-2027,2026-08-24,6615179,Xavier,Big East,Pittsburgh,ACC,Neutral,7,Elouise Czajkowski,L/DS,2,0,0,0,0.0,0,0,1,0,3,0,0,0,0,0.0,0,0.0,1.0,8.0,0
2026-2027,2026-08-24,6615179,Xavier,Big East,Pittsburgh,ACC,Neutral,9,Quinci Thomas,OH,2,1,0,5,0.2,0,0,0,0,2,0,0,0,0,1.0,0,0.0,1.0,0.0,0
2026-2027,2026-08-24,6615179,Xavier,Big East,Pittsburgh,ACC,Neutral,5,Jenna Barhorst,S,1,0,0,0,0.0,6,1,0,1,0,0,0,0,0,1.0,0,0.0,16.0,3.0,0
2026-2027,2026-08-24,6615179,Xavier,Big East,Pittsburgh,ACC,Neutral,16,Margo Kemp,MB,1,1,1,5,0.0,0,0,0,0,0,0,0,1,0,1.5,0,0.0,1.0,0.0,1
2026-2027,2026-08-24,6615179,Pittsburgh,ACC,Xavier,Big East,Neutral,5,Olivia Babcock,OH,3,12,3,20,0.45,0,2,3,5,1,0,0,3,0,15.5,0,0.0,1.0,9.0,3
2026-2027,2026-08-24,6615179,Pittsburgh,ACC,Xavier,Big East,Neutral,8,Blaire Bayless,OH,3,13,5,28,0.286,0,0,0,4,13,0,0,2,0,14.0,0,0.0,0.0,1.0,2
2026-2027,2026-08-24,6615179,Pittsburgh,ACC,Xavier,Big East,Neutral,20,Abbey Emch,MB,3,4,1,8,0.375,0,0,0,2,1,0,0,4,0,6.0,0,0.0,0.0,0.0,4
2026-2027,2026-08-24,6615179,Pittsburgh,ACC,Xavier,Big East,Neutral,2,Maaike Heilig,MB,3,4,0,4,1.0,1,2,2,1,0,0,1,4,0,9.0,0,0.0,1.0,12.0,5
2026-2027,2026-08-24,6615179,Pittsburgh,ACC,Xavier,Big East,Neutral,7,Izzy Masten,L/DS,3,0,0,0,0.0,0,0,0,1,2,0,0,0,0,0.0,0,0.0,0.0,0.0,0
2026-2027,2026-08-24,6615179,Pittsburgh,ACC,Xavier,Big East,Neutral,13,Mallorie Meyer,L/DS,3,0,0,0,0.0,3,1,1,2,19,2,0,0,0,1.0,0,0.0,5.0,15.0,0
2026-2027,2026-08-24,6615179,Pittsburgh,ACC,Xavier,Big East,Neutral,21,Izzy Starck,S,3,1,1,2,0.0,29,0,1,10,1,0,0,1,0,1.5,0,0.0,61.0,15.0,1
2026-2027,2026-08-24,6615179,Pittsburgh,ACC,Xavier,Big East,Neutral,25,Haiti Tautua'a,S,3,0,0,0,0.0,3,1,0,1,0,0,0,0,0,1.0,0,0.0,6.0,10.0,0
2026-2027,2026-08-24,6615179,Pittsburgh,ACC,Xavier,Big East,Neutral,9,Trinity Thompson,S,3,0,0,1,0.0,3,0,0,7,0,0,0,0,0,0.0,0,0.0,4.0,0.0,0
2026-2027,2026-08-24,6615179,Pittsburgh,ACC,Xavier,Big East,Neutral,6,Sophia Gregoire,OH,2,4,2,12,0.167,1,0,1,1,5,1,0,0,0,4.0,0,0.0,2.0,5.0,0
2026-2027,2026-08-24,6615179,Pittsburgh,ACC,Xavier,Big East,Neutral,12,Ayanna Watson,OH,2,8,1,15,0.467,0,0,0,2,8,0,0,2,0,9.0,0,0.0,0.0,7.0,2
2026-2027,2026-08-29,6615185,Nebraska,Big Ten,UNLV,Mountain West,Neutral,6,Laney Choboy,L/DS,3,0,0,0,0.0,2,0,1,5,4,0,0,0,0,0.0,0,0.0,3.0,3.0,0
2026-2027,2026-08-29,6615185,Nebraska,Big Ten,UNLV,Mountain West,Neutral,15,Andi Jackson,MB,3,8,2,10,0.6,0,2,3,1,1,0,0,5,1,12.5,0,0.0,0.0,13.0,5
