"team","Season","Date","Team","Conference","Opponent Team","Opponent Conference","Location","Number","Player","P","S","Kills","Errors","TotalAttacks","HitPct","Assists","Aces","SErr","Digs","RErr","BlockSolos","BlockAssists","BErr","PTS","BHE"
"Boston College","2021-2022",2021-09-17,"Boston College","ACC","Dayton","Atlantic 10","Home",5,"Sophia Lambros","S",4,0,0,0,0,18,0,0,6,0,0,0,0,0,0
"Boston College","2021-2022",2021-09-17,"Boston College","ACC","Dayton","Atlantic 10","Home",3,"Gabby McCaa","MB",4,2,2,5,0,1,1,0,1,0,1,2,0,5,0
"Boston College","2021-2022",2021-09-17,"Boston College","ACC","Dayton","Atlantic 10","Home",4,"Anna Murphy","L",4,0,0,0,0,1,0,0,15,2,0,0,0,0,0
"Boston College","2021-2022",2021-09-17,"Boston College","ACC","Dayton","Atlantic 10","Home",8,"Clare Naughton","OH",4,14,2,37,0.324,0,0,0,9,4,0,3,0,15.5,0
"Boston College","2021-2022",2021-09-17,"Boston College","ACC","Dayton","Atlantic 10","Home",1,"Grace Penn","S",4,0,0,0,0,14,0,0,6,0,0,0,0,0,0
"Boston College","2021-2022",2021-09-17,"Boston College","ACC","Dayton","Atlantic 10","Home",19,"Jane Petrie","S",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"Boston College","2021-2022",2021-09-17,"Boston College","ACC","Dayton","Atlantic 10","Home",6,"Jenna Pollock","MB",4,6,2,13,0.308,0,0,0,3,0,1,2,1,8,0
"Boston College","2021-2022",2021-09-17,"Boston College","ACC","Dayton","Atlantic 10","Home",20,"Jewel Strawberry","OH",3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Boston College","2021-2022",2021-09-17,"Boston College","ACC","Michigan","Big Ten","Away",14,"Amaka Chukwujekwu","MB",3,11,5,22,0.273,0,0,0,0,0,0,1,0,11.5,0
"Boston College","2021-2022",2021-09-17,"Boston College","ACC","Michigan","Big Ten","Away",12,"Izzy Clavenna","OH",2,3,1,11,0.182,0,0,0,1,0,0,1,0,3.5,0
"Boston College","2021-2022",2021-09-17,"Boston College","ACC","Michigan","Big Ten","Away",11,"Alayna Crabtree","OH",3,6,5,20,0.05,0,2,1,3,0,0,0,0,8,0
"Boston College","2021-2022",2021-09-17,"Boston College","ACC","Michigan","Big Ten","Away",2,"Silvia Ianeselli","OH",1,1,0,2,0.5,0,0,0,0,1,0,0,0,1,0
"Boston College","2021-2022",2021-09-17,"Boston College","ACC","Michigan","Big Ten","Away",9,"Katrina Jensen","OH",3,2,2,6,0,0,0,0,0,0,0,0,0,2,0
"Boston College","2021-2022",2021-09-17,"Boston College","ACC","Michigan","Big Ten","Away",5,"Sophia Lambros","S",2,0,0,0,0,6,0,0,1,0,0,0,0,0,0
"Boston College","2021-2022",2021-09-17,"Boston College","ACC","Michigan","Big Ten","Away",3,"Gabby McCaa","MB",3,0,1,5,-0.2,0,0,0,4,0,0,2,0,1,0
"Boston College","2021-2022",2021-09-17,"Boston College","ACC","Michigan","Big Ten","Away",4,"Anna Murphy","L",3,0,0,0,0,0,0,0,14,0,0,0,0,0,0
"Boston College","2021-2022",2021-09-17,"Boston College","ACC","Michigan","Big Ten","Away",8,"Clare Naughton","OH",3,6,4,34,0.059,0,0,0,7,0,0,0,0,6,0
"Boston College","2021-2022",2021-09-17,"Boston College","ACC","Michigan","Big Ten","Away",1,"Grace Penn","S",3,0,0,1,0,14,0,1,1,0,0,0,0,0,0
"Boston College","2021-2022",2021-09-17,"Boston College","ACC","Michigan","Big Ten","Away",19,"Jane Petrie","S",2,0,0,0,0,8,0,1,2,0,0,0,0,0,0
"Boston College","2021-2022",2021-09-17,"Boston College","ACC","Michigan","Big Ten","Away",6,"Jenna Pollock","MB",3,1,4,8,-0.375,0,0,0,1,0,0,2,0,2,0
"Boston College","2021-2022",2021-09-17,"Boston College","ACC","Michigan","Big Ten","Away",20,"Jewel Strawberry","OH",3,0,0,0,0,0,0,0,6,2,0,0,0,0,0
"Boston College","2021-2022",2021-09-18,"Boston College","ACC","Eastern Mich.","MAC","Away",14,"Amaka Chukwujekwu","MB",3,7,5,15,0.133,0,0,0,1,0,0,1,0,7.5,0
"Boston College","2021-2022",2021-09-18,"Boston College","ACC","Eastern Mich.","MAC","Away",12,"Izzy Clavenna","OH",3,6,1,19,0.263,0,0,0,1,0,0,2,0,7,0
"Boston College","2021-2022",2021-09-18,"Boston College","ACC","Eastern Mich.","MAC","Away",11,"Alayna Crabtree","OH",3,3,3,12,0,0,0,1,2,0,0,1,0,3.5,0
"Boston College","2021-2022",2021-09-18,"Boston College","ACC","Eastern Mich.","MAC","Away",7,"Mackenzie Fuhrmann","OH",1,2,2,7,0,0,0,0,0,0,0,0,0,2,0
"Boston College","2021-2022",2021-09-18,"Boston College","ACC","Eastern Mich.","MAC","Away",18,"Bridget Green","L",2,0,0,0,0,1,1,1,7,0,0,0,0,1,0
"Boston College","2021-2022",2021-09-18,"Boston College","ACC","Eastern Mich.","MAC","Away",9,"Katrina Jensen","OH",2,1,3,9,-0.222,0,0,0,0,0,0,1,0,1.5,0
"Boston College","2021-2022",2021-09-18,"Boston College","ACC","Eastern Mich.","MAC","Away",5,"Sophia Lambros","S",2,0,0,0,0,9,0,1,8,0,0,0,0,0,0
"Boston College","2021-2022",2021-09-18,"Boston College","ACC","Eastern Mich.","MAC","Away",3,"Gabby McCaa","MB",3,5,0,6,0.833,0,1,1,2,0,0,3,1,7.5,0
"Boston College","2021-2022",2021-09-18,"Boston College","ACC","Eastern Mich.","MAC","Away",4,"Anna Murphy","L",3,0,0,0,0,2,3,1,9,0,0,0,0,3,0
"Boston College","2021-2022",2021-09-18,"Boston College","ACC","Eastern Mich.","MAC","Away",8,"Clare Naughton","OH",3,16,4,34,0.353,1,0,1,9,2,0,0,0,16,0
"Boston College","2021-2022",2021-09-18,"Boston College","ACC","Eastern Mich.","MAC","Away",1,"Grace Penn","S",3,1,0,2,0.5,23,0,1,3,0,0,0,0,1,1
"Boston College","2021-2022",2021-09-18,"Boston College","ACC","Eastern Mich.","MAC","Away",19,"Jane Petrie","S",1,0,0,0,0,4,1,0,2,0,0,0,0,1,0
"Boston College","2021-2022",2021-09-18,"Boston College","ACC","Eastern Mich.","MAC","Away",6,"Jenna Pollock","MB",2,1,0,2,0.5,0,0,0,0,0,0,0,0,1,0
"Boston College","2021-2022",2021-09-18,"Boston College","ACC","Eastern Mich.","MAC","Away",20,"Jewel Strawberry","OH",2,0,0,0,0,1,0,0,4,0,0,0,0,0,0
"Boston College","2021-2022",2021-09-22,"Boston College","ACC","Syracuse","ACC","Home",14,"Amaka Chukwujekwu","MB",4,3,2,11,0.091,0,0,0,0,0,1,3,0,5.5,0
"Boston College","2021-2022",2021-09-22,"Boston College","ACC","Syracuse","ACC","Home",12,"Izzy Clavenna","OH",4,11,3,23,0.348,0,0,0,0,0,0,0,0,11,0
"Boston College","2021-2022",2021-09-22,"Boston College","ACC","Syracuse","ACC","Home",11,"Alayna Crabtree","OH",4,4,3,13,0.077,0,1,1,5,0,0,0,0,5,0
"Boston College","2021-2022",2021-09-22,"Boston College","ACC","Syracuse","ACC","Home",18,"Bridget Green","L",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Boston College","2021-2022",2021-09-22,"Boston College","ACC","Syracuse","ACC","Home",9,"Katrina Jensen","OH",2,3,0,4,0.75,0,0,0,0,0,0,0,0,3,0
"Boston College","2021-2022",2021-09-22,"Boston College","ACC","Syracuse","ACC","Home",5,"Sophia Lambros","S",4,0,0,1,0,18,0,0,2,0,0,0,0,0,0
"Boston College","2021-2022",2021-09-22,"Boston College","ACC","Syracuse","ACC","Home",3,"Gabby McCaa","MB",4,6,2,12,0.333,0,3,2,3,0,0,1,0,9.5,0
"Boston College","2021-2022",2021-09-22,"Boston College","ACC","Syracuse","ACC","Home",4,"Anna Murphy","L",4,0,0,0,0,4,1,0,16,0,0,0,0,1,0
"Boston College","2021-2022",2021-09-22,"Boston College","ACC","Syracuse","ACC","Home",8,"Clare Naughton","OH",4,21,6,50,0.3,0,1,1,7,0,1,2,0,24,0
"Boston College","2021-2022",2021-09-22,"Boston College","ACC","Syracuse","ACC","Home",1,"Grace Penn","S",4,0,0,1,0,24,1,1,8,0,0,0,0,1,0
"Boston College","2021-2022",2021-09-22,"Boston College","ACC","Syracuse","ACC","Home",6,"Jenna Pollock","MB",4,6,2,14,0.286,0,0,0,3,0,0,2,0,7,1
"Boston College","2021-2022",2021-09-22,"Boston College","ACC","Syracuse","ACC","Home",20,"Jewel Strawberry","OH",3,0,0,0,0,1,0,0,2,0,0,0,0,0,0
"Boston College","2021-2022",2021-09-24,"Boston College","ACC","Duke","ACC","Away",14,"Amaka Chukwujekwu","MB",3,4,3,12,0.083,0,0,0,0,0,0,2,0,5,0
"Boston College","2021-2022",2021-09-24,"Boston College","ACC","Duke","ACC","Away",12,"Izzy Clavenna","OH",3,3,5,14,-0.143,0,0,0,0,0,0,1,0,3.5,0
"Boston College","2021-2022",2021-09-24,"Boston College","ACC","Duke","ACC","Away",11,"Alayna Crabtree","OH",2,5,3,10,0.2,0,0,0,1,2,0,0,0,5,0
"Boston College","2021-2022",2021-09-24,"Boston College","ACC","Duke","ACC","Away",18,"Bridget Green","L",2,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Boston College","2021-2022",2021-09-24,"Boston College","ACC","Duke","ACC","Away",2,"Silvia Ianeselli","OH",1,0,1,1,-1,0,0,0,0,0,0,0,0,0,0
"Boston College","2021-2022",2021-09-24,"Boston College","ACC","Duke","ACC","Away",9,"Katrina Jensen","OH",3,3,3,12,0,0,0,0,1,0,0,0,0,3,0
"Boston College","2021-2022",2021-09-24,"Boston College","ACC","Duke","ACC","Away",5,"Sophia Lambros","S",2,0,0,0,0,4,0,0,5,0,0,0,0,0,0
"Boston College","2021-2022",2021-09-24,"Boston College","ACC","Duke","ACC","Away",3,"Gabby McCaa","MB",3,2,1,4,0.25,0,1,1,0,0,0,1,1,3.5,0
"Boston College","2021-2022",2021-09-24,"Boston College","ACC","Duke","ACC","Away",4,"Anna Murphy","L",3,0,0,0,0,1,0,1,12,1,0,0,0,0,0
"Boston College","2021-2022",2021-09-24,"Boston College","ACC","Duke","ACC","Away",8,"Clare Naughton","OH",3,8,6,42,0.048,0,0,2,9,2,0,1,0,8.5,0
"Boston College","2021-2022",2021-09-24,"Boston College","ACC","Duke","ACC","Away",1,"Grace Penn","S",3,0,0,0,0,13,2,2,5,0,0,0,0,2,2
"Boston College","2021-2022",2021-09-24,"Boston College","ACC","Duke","ACC","Away",19,"Jane Petrie","S",1,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"Boston College","2021-2022",2021-09-24,"Boston College","ACC","Duke","ACC","Away",6,"Jenna Pollock","MB",3,2,2,9,0,0,0,0,5,0,0,1,0,2.5,0
"Boston College","2021-2022",2021-09-24,"Boston College","ACC","Duke","ACC","Away",20,"Jewel Strawberry","OH",2,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"Boston College","2021-2022",2021-10-01,"Boston College","ACC","Virginia Tech","ACC","Home",14,"Amaka Chukwujekwu","MB",5,10,4,19,0.316,0,0,0,0,0,0,0,0,10,0
"Boston College","2021-2022",2021-10-01,"Boston College","ACC","Virginia Tech","ACC","Home",12,"Izzy Clavenna","OH",5,10,7,28,0.107,0,0,0,1,0,0,3,0,11.5,0
"Boston College","2021-2022",2021-10-01,"Boston College","ACC","Virginia Tech","ACC","Home",11,"Alayna Crabtree","OH",4,8,3,25,0.2,0,1,0,4,0,0,0,0,9,0
"Boston College","2021-2022",2021-10-01,"Boston College","ACC","Virginia Tech","ACC","Home",18,"Bridget Green","L",3,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"Boston College","2021-2022",2021-10-01,"Boston College","ACC","Virginia Tech","ACC","Home",23,"Julia Haggerty","MB",1,0,0,1,0,0,0,0,2,0,0,0,0,0,0
"Boston College","2021-2022",2021-10-01,"Boston College","ACC","Virginia Tech","ACC","Home",9,"Katrina Jensen","OH",3,1,4,14,-0.214,0,0,0,0,0,0,1,0,1.5,0
"Boston College","2021-2022",2021-10-01,"Boston College","ACC","Virginia Tech","ACC","Home",5,"Sophia Lambros","S",2,0,0,0,0,7,0,0,3,0,0,0,0,0,1
"Boston College","2021-2022",2021-10-01,"Boston College","ACC","Virginia Tech","ACC","Home",3,"Gabby McCaa","MB",5,3,5,16,-0.125,0,1,1,0,0,1,8,0,9,0
"Boston College","2021-2022",2021-10-01,"Boston College","ACC","Virginia Tech","ACC","Home",4,"Anna Murphy","L",5,0,0,0,0,10,1,1,26,0,0,0,0,1,0
"Boston College","2021-2022",2021-10-01,"Boston College","ACC","Virginia Tech","ACC","Home",8,"Clare Naughton","OH",5,17,7,49,0.204,0,0,2,13,3,0,1,0,17.5,0
"Boston College","2021-2022",2021-10-01,"Boston College","ACC","Virginia Tech","ACC","Home",1,"Grace Penn","S",5,0,0,1,0,23,2,0,13,0,0,0,0,2,0
"Boston College","2021-2022",2021-10-01,"Boston College","ACC","Virginia Tech","ACC","Home",19,"Jane Petrie","S",3,0,0,0,0,11,0,0,3,0,0,0,0,0,0
"Boston College","2021-2022",2021-10-01,"Boston College","ACC","Virginia Tech","ACC","Home",6,"Jenna Pollock","MB",5,7,6,18,0.056,0,0,0,2,0,0,3,0,8.5,0
"Boston College","2021-2022",2021-10-01,"Boston College","ACC","Virginia Tech","ACC","Home",21,"Nikki Steinheiser","OH",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Boston College","2021-2022",2021-10-01,"Boston College","ACC","Virginia Tech","ACC","Home",20,"Jewel Strawberry","OH",5,0,0,0,0,0,0,0,8,1,0,0,0,0,0
"Boston College","2021-2022",2021-10-03,"Boston College","ACC","Wake Forest","ACC","Home",14,"Amaka Chukwujekwu","MB",5,11,3,18,0.444,0,0,0,0,0,2,2,0,14,0
"Boston College","2021-2022",2021-10-03,"Boston College","ACC","Wake Forest","ACC","Home",12,"Izzy Clavenna","OH",5,9,2,21,0.333,0,0,0,1,0,0,1,0,9.5,0
"Boston College","2021-2022",2021-10-03,"Boston College","ACC","Wake Forest","ACC","Home",11,"Alayna Crabtree","OH",1,1,2,5,-0.2,0,0,1,1,1,0,1,0,1.5,0
"Boston College","2021-2022",2021-10-03,"Boston College","ACC","Wake Forest","ACC","Home",7,"Mackenzie Fuhrmann","OH",1,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0
"Boston College","2021-2022",2021-10-03,"Boston College","ACC","Wake Forest","ACC","Home",18,"Bridget Green","L",2,0,0,0,0,0,1,0,0,1,0,0,0,1,0
"Boston College","2021-2022",2021-10-03,"Boston College","ACC","Wake Forest","ACC","Home",9,"Katrina Jensen","OH",4,18,4,27,0.519,1,1,2,5,1,0,2,0,20,0
"Boston College","2021-2022",2021-10-03,"Boston College","ACC","Wake Forest","ACC","Home",5,"Sophia Lambros","S",5,0,0,0,0,29,1,0,3,0,0,0,0,1,0
"Boston College","2021-2022",2021-10-03,"Boston College","ACC","Wake Forest","ACC","Home",3,"Gabby McCaa","MB",5,1,0,3,0.333,0,0,2,1,0,0,7,1,4.5,0
"Boston College","2021-2022",2021-10-03,"Boston College","ACC","Wake Forest","ACC","Home",4,"Anna Murphy","L",5,0,0,0,0,4,0,2,13,0,0,0,0,0,0
"Boston College","2021-2022",2021-10-03,"Boston College","ACC","Wake Forest","ACC","Home",8,"Clare Naughton","OH",5,18,10,49,0.163,3,1,0,12,0,0,1,0,19.5,0
"Boston College","2021-2022",2021-10-03,"Boston College","ACC","Wake Forest","ACC","Home",1,"Grace Penn","S",4,0,0,0,0,13,0,0,0,0,0,0,0,0,0
"Boston College","2021-2022",2021-10-03,"Boston College","ACC","Wake Forest","ACC","Home",19,"Jane Petrie","S",4,0,0,1,0,19,1,1,4,0,0,0,0,1,2
"Boston College","2021-2022",2021-10-03,"Boston College","ACC","Wake Forest","ACC","Home",6,"Jenna Pollock","MB",5,13,4,24,0.375,0,0,0,3,0,0,5,0,15.5,0
"Boston College","2021-2022",2021-10-03,"Boston College","ACC","Wake Forest","ACC","Home",20,"Jewel Strawberry","OH",5,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"Boston College","2021-2022",2021-10-08,"Boston College","ACC","Louisville","ACC","Away",14,"Amaka Chukwujekwu","MB",3,4,1,10,0.3,0,0,0,0,0,0,0,0,4,0
"Boston College","2021-2022",2021-10-08,"Boston College","ACC","Louisville","ACC","Away",12,"Izzy Clavenna","OH",2,1,1,5,0,0,0,0,0,0,0,0,0,1,0
"Boston College","2021-2022",2021-10-08,"Boston College","ACC","Louisville","ACC","Away",11,"Alayna Crabtree","OH",2,0,3,4,-0.75,0,0,1,0,0,0,1,0,0.5,0
"Boston College","2021-2022",2021-10-08,"Boston College","ACC","Louisville","ACC","Away",7,"Mackenzie Fuhrmann","OH",2,1,2,12,-0.083,0,0,0,0,0,0,2,1,2,0
"Boston College","2021-2022",2021-10-08,"Boston College","ACC","Louisville","ACC","Away",18,"Bridget Green","L",3,0,0,0,0,0,0,1,0,2,0,0,0,0,0
"Boston College","2021-2022",2021-10-08,"Boston College","ACC","Louisville","ACC","Away",23,"Julia Haggerty","MB",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Boston College","2021-2022",2021-10-08,"Boston College","ACC","Louisville","ACC","Away",9,"Katrina Jensen","OH",3,8,5,15,0.2,0,0,0,1,0,0,0,0,8,0
"Boston College","2021-2022",2021-10-08,"Boston College","ACC","Louisville","ACC","Away",5,"Sophia Lambros","S",2,0,0,0,0,3,0,0,3,0,0,0,0,0,0
"Boston College","2021-2022",2021-10-08,"Boston College","ACC","Louisville","ACC","Away",3,"Gabby McCaa","MB",3,2,0,2,1,0,0,2,1,0,0,1,0,2.5,0
"Boston College","2021-2022",2021-10-08,"Boston College","ACC","Louisville","ACC","Away",4,"Anna Murphy","L",3,0,0,0,0,2,0,0,4,3,0,0,0,0,0
"Boston College","2021-2022",2021-10-08,"Boston College","ACC","Louisville","ACC","Away",8,"Clare Naughton","OH",3,3,4,21,-0.048,0,0,1,0,0,0,0,0,3,0
"Boston College","2021-2022",2021-10-08,"Boston College","ACC","Louisville","ACC","Away",1,"Grace Penn","S",3,0,1,1,-1,8,0,1,4,0,0,0,0,0,1
"Boston College","2021-2022",2021-10-08,"Boston College","ACC","Louisville","ACC","Away",19,"Jane Petrie","S",1,0,0,0,0,4,0,0,1,0,0,0,0,0,0
"Boston College","2021-2022",2021-10-08,"Boston College","ACC","Louisville","ACC","Away",6,"Jenna Pollock","MB",3,0,1,1,-1,0,0,0,0,0,0,0,0,0,0
"Boston College","2021-2022",2021-10-08,"Boston College","ACC","Louisville","ACC","Away",20,"Jewel Strawberry","OH",2,0,0,3,0,0,0,0,2,2,0,0,0,0,0
"Boston College","2021-2022",2021-10-10,"Boston College","ACC","Notre Dame","ACC","Away",14,"Amaka Chukwujekwu","MB",3,8,4,16,0.25,1,0,0,0,0,0,1,0,8.5,0
"Boston College","2021-2022",2021-10-10,"Boston College","ACC","Notre Dame","ACC","Away",12,"Izzy Clavenna","OH",3,9,4,24,0.208,0,0,0,2,0,0,2,0,10,0
"Boston College","2021-2022",2021-10-10,"Boston College","ACC","Notre Dame","ACC","Away",11,"Alayna Crabtree","OH",2,0,1,1,-1,0,1,1,2,0,0,0,0,1,0
"Boston College","2021-2022",2021-10-10,"Boston College","ACC","Notre Dame","ACC","Away",7,"Mackenzie Fuhrmann","OH",2,0,2,3,-0.667,0,0,0,0,0,0,0,0,0,0
"Boston College","2021-2022",2021-10-10,"Boston College","ACC","Notre Dame","ACC","Away",18,"Bridget Green","L",2,0,0,0,0,0,1,1,0,0,0,0,0,1,0
"Boston College","2021-2022",2021-10-10,"Boston College","ACC","Notre Dame","ACC","Away",9,"Katrina Jensen","OH",3,7,5,22,0.091,0,0,0,3,1,0,0,0,7,0
"Boston College","2021-2022",2021-10-10,"Boston College","ACC","Notre Dame","ACC","Away",5,"Sophia Lambros","S",1,0,0,0,0,5,0,0,3,0,0,0,0,0,0
"Boston College","2021-2022",2021-10-10,"Boston College","ACC","Notre Dame","ACC","Away",3,"Gabby McCaa","MB",3,4,0,6,0.667,0,1,0,2,0,0,3,0,6.5,0
"Boston College","2021-2022",2021-10-10,"Boston College","ACC","Notre Dame","ACC","Away",4,"Anna Murphy","L",3,0,0,1,0,3,0,1,18,0,0,0,0,0,0
"Boston College","2021-2022",2021-10-10,"Boston College","ACC","Notre Dame","ACC","Away",8,"Clare Naughton","OH",3,8,7,29,0.034,0,1,0,6,0,0,1,0,9.5,0
"Boston College","2021-2022",2021-10-10,"Boston College","ACC","Notre Dame","ACC","Away",1,"Grace Penn","S",3,0,0,0,0,20,0,1,5,0,0,0,0,0,1
"Boston College","2021-2022",2021-10-10,"Boston College","ACC","Notre Dame","ACC","Away",19,"Jane Petrie","S",2,0,0,0,0,9,0,0,2,0,0,0,0,0,1
"Boston College","2021-2022",2021-10-10,"Boston College","ACC","Notre Dame","ACC","Away",6,"Jenna Pollock","MB",3,2,0,6,0.333,0,0,0,0,0,0,1,0,2.5,1
"Boston College","2021-2022",2021-10-10,"Boston College","ACC","Notre Dame","ACC","Away",20,"Jewel Strawberry","OH",3,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"Boston College","2021-2022",2021-10-15,"Boston College","ACC","North Carolina","ACC","Home",14,"Amaka Chukwujekwu","MB",3,4,4,13,0,1,0,0,0,0,0,1,0,4.5,0
"Boston College","2021-2022",2021-10-15,"Boston College","ACC","North Carolina","ACC","Home",12,"Izzy Clavenna","OH",2,2,1,12,0.083,0,0,0,0,0,0,0,0,2,0
"Boston College","2021-2022",2021-10-15,"Boston College","ACC","North Carolina","ACC","Home",11,"Alayna Crabtree","OH",1,2,3,10,-0.1,0,0,0,2,1,1,0,0,3,0
"Boston College","2021-2022",2021-10-15,"Boston College","ACC","North Carolina","ACC","Home",7,"Mackenzie Fuhrmann","OH",2,1,1,5,0,0,0,0,1,0,0,1,0,1.5,0
"Boston College","2021-2022",2021-10-15,"Boston College","ACC","North Carolina","ACC","Home",18,"Bridget Green","L",2,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"Boston College","2021-2022",2021-10-15,"Boston College","ACC","North Carolina","ACC","Home",2,"Silvia Ianeselli","OH",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Boston College","2021-2022",2021-10-15,"Boston College","ACC","North Carolina","ACC","Home",9,"Katrina Jensen","OH",2,4,2,16,0.125,0,0,1,1,0,0,0,0,4,0
"Boston College","2021-2022",2021-10-15,"Boston College","ACC","North Carolina","ACC","Home",5,"Sophia Lambros","S",3,0,0,1,0,12,0,0,7,0,0,0,0,0,0
"Boston College","2021-2022",2021-10-15,"Boston College","ACC","North Carolina","ACC","Home",3,"Gabby McCaa","MB",2,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Boston College","2021-2022",2021-10-15,"Boston College","ACC","North Carolina","ACC","Home",10,"Peyton Minyard","MB",1,0,0,2,0,0,0,1,0,0,0,0,0,0,0
"Boston College","2021-2022",2021-10-15,"Boston College","ACC","North Carolina","ACC","Home",4,"Anna Murphy","L",3,0,0,0,0,4,0,1,16,0,0,0,0,0,0
"Boston College","2021-2022",2021-10-15,"Boston College","ACC","North Carolina","ACC","Home",8,"Clare Naughton","OH",3,8,5,31,0.097,0,2,1,6,1,0,0,0,10,0
"Boston College","2021-2022",2021-10-15,"Boston College","ACC","North Carolina","ACC","Home",1,"Grace Penn","S",3,0,0,2,0,6,0,1,3,0,0,0,0,0,1
"Boston College","2021-2022",2021-10-15,"Boston College","ACC","North Carolina","ACC","Home",19,"Jane Petrie","S",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Boston College","2021-2022",2021-10-15,"Boston College","ACC","North Carolina","ACC","Home",6,"Jenna Pollock","MB",3,4,4,13,0,1,0,0,0,0,0,0,0,4,0
"Boston College","2021-2022",2021-10-15,"Boston College","ACC","North Carolina","ACC","Home",20,"Jewel Strawberry","OH",2,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"Boston College","2021-2022",2021-10-17,"Boston College","ACC","NC State","ACC","Home",14,"Amaka Chukwujekwu","MB",4,11,0,16,0.688,0,0,0,0,0,2,3,0,14.5,0
"Boston College","2021-2022",2021-10-17,"Boston College","ACC","NC State","ACC","Home",12,"Izzy Clavenna","OH",4,10,5,22,0.227,1,0,0,2,0,1,1,0,11.5,0
"Boston College","2021-2022",2021-10-17,"Boston College","ACC","NC State","ACC","Home",11,"Alayna Crabtree","OH",3,4,7,15,-0.2,0,0,1,0,1,0,0,0,4,0
"Boston College","2021-2022",2021-10-17,"Boston College","ACC","NC State","ACC","Home",7,"Mackenzie Fuhrmann","OH",3,2,0,8,0.25,0,0,0,0,0,0,4,1,4,0
"Boston College","2021-2022",2021-10-17,"Boston College","ACC","NC State","ACC","Home",18,"Bridget Green","L",2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"Boston College","2021-2022",2021-10-17,"Boston College","ACC","NC State","ACC","Home",2,"Silvia Ianeselli","OH",1,0,0,6,0,0,0,0,1,0,0,0,0,0,0
"Boston College","2021-2022",2021-10-17,"Boston College","ACC","NC State","ACC","Home",9,"Katrina Jensen","OH",2,1,2,5,-0.2,0,0,0,0,0,0,0,0,1,0
"Boston College","2021-2022",2021-10-17,"Boston College","ACC","NC State","ACC","Home",5,"Sophia Lambros","S",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Boston College","2021-2022",2021-10-17,"Boston College","ACC","NC State","ACC","Home",3,"Gabby McCaa","MB",4,1,3,9,-0.222,0,0,1,1,0,1,4,0,4,0
"Boston College","2021-2022",2021-10-17,"Boston College","ACC","NC State","ACC","Home",4,"Anna Murphy","L",4,0,0,0,0,2,2,1,10,2,0,0,0,2,0
"Boston College","2021-2022",2021-10-17,"Boston College","ACC","NC State","ACC","Home",8,"Clare Naughton","OH",4,7,5,30,0.067,0,1,0,6,0,0,1,0,8.5,0
"Boston College","2021-2022",2021-10-17,"Boston College","ACC","NC State","ACC","Home",1,"Grace Penn","S",4,0,0,0,0,22,0,0,8,0,0,0,0,0,0
"Boston College","2021-2022",2021-10-17,"Boston College","ACC","NC State","ACC","Home",19,"Jane Petrie","S",4,0,0,0,0,11,0,1,4,0,0,0,0,0,0
